0.173,0.239,0.115,0.071,0.048,0.051,0.028,0.020,0.018,0.016,0.010,0.008,0.006,0.009,0.002,0.002,0.000,
0.213, 0.328, 0.16, 0.106, 0.071, 0.066, 0.043, 0.032, 0.028, 0.023, 0.019, 0.019, 0.013, 0.012, 0.004, 0.002, 0.001
0.119, 0.097, 0.126, 0.077, 0.066, 0.034, 0.027, 0.022, 0.02, 0.016, 0.014, 0.013, 0.01, 0.009, 0.012, 0.008, 0.01, 0.003, 0.003, 0.001
0.001, 0.083, 0.173, 0.099, 0.081, 0.05, 0.038, 0.034, 0.03, 0.024, 0.022, 0.019, 0.016, 0.013, 0.018, 0.014, 0.015, 0.005, 0.003, 0.0
0.362, 0.104, 0.057, 0.037, 0.031, 0.024, 0.022, 0.017, 0.012, 0.011, 0.009, 0.01, 0.007, 0.008, 0.004, 0.004, 0.002, 0.003, 0.002, 0.002, 0.002, 0.001, 0.002, 0.002, 0.001
0.402, 0.131, 0.077, 0.054, 0.047, 0.038, 0.036, 0.027, 0.019, 0.014, 0.013, 0.012, 0.01, 0.01, 0.008, 0.007, 0.007, 0.005, 0.005, 0.003, 0.004, 0.002, 0.004, 0.002, 0.004
0.173, 0.281, 0.451, 0.365, 0.133, 0.1, 0.089, 0.062, 0.05, 0.042, 0.033, 0.029, 0.022, 0.017, 0.015, 0.011, 0.009, 0.006, 0.004
0.093, 0.922, 0.499, 0.203, 0.153, 0.123, 0.099, 0.083, 0.065, 0.056, 0.046, 0.036, 0.032, 0.026, 0.021, 0.017, 0.009, 0.003, 0.001
0.014, 0.816, 0.562, 0.536, 0.403, 0.303, 0.228, 0.172, 0.133, 0.103, 0.082, 0.063, 0.05, 0.037, 0.027, 0.015, 0.007, 0.007, 0.002
0.001, 0.194, 0.578, 0.254, 0.185, 0.136, 0.108, 0.086, 0.07, 0.055, 0.043, 0.039, 0.033, 0.027, 0.022, 0.013, 0.007, 0.002, 0.003
6e-06, 4.1e-05, 0.000233, 0.000812, 0.001914, 0.003106, 0.003622, 0.003022, 0.00182, 0.001112, 0.001839, 0.002163, 0.002277, 0.002127, 0.001902, 0.001519, 0.001198, 0.000862, 0.000592, 0.000386, 0.000258, 0.000156, 9.7e-05, 6.2e-05, 3.7e-05, 2.3e-05, 2.6e-05, 1.6e-05
3.5e-05, 0.000112, 0.000543, 0.001499, 0.002837, 0.003749, 0.003546, 0.002543, 0.002032, 0.002215, 0.002574, 0.002531, 0.002342, 0.002, 0.001645, 0.001264, 0.000923, 0.000651, 0.000471, 0.000298, 0.000178, 0.000118, 8.6e-05, 5.2e-05, 2.8e-05, 1.9e-05, 8e-06
0.002, 0.007, 0.017, 0.021, 0.029, 0.035, 0.033, 0.032, 0.02, 0.034, 0.064, 0.075, 0.084, 0.095, 0.119, 0.107, 0.122, 0.133, 0.129, 0.118, 0.111, 0.102, 0.091, 0.075, 0.089, 0.058, 0.08, 0.089, 0.228, 0.168, 0.148, 0.11, 0.102, 0.104, 0.1, 0.137, 0.077, 0.043, 0.076, 0.002
0.002, 0.006, 0.016, 0.017, 0.022, 0.028, 0.028, 0.043, 0.046, 0.081, 0.115, 0.13, 0.143, 0.148, 0.156, 0.117, 0.12, 0.12, 0.112, 0.096, 0.098, 0.096, 0.108, 0.1, 0.113, 0.085, 0.117, 0.121, 0.26, 0.392, 0.499, 0.386, 0.266, 0.237, 0.231, 0.088, 0.116, 0.056, 0.106, 0.002
0.63, 0.49, 0.44, 0.43, 0.38, 0.35, 0.32, 0.28, 0.27, 0.24, 0.22, 0.18, 0.17, 0.14, 0.11, 0.07, 0.05, 0.03
0.029, 0.035, 0.032, 0.027, 0.031, 0.036, 0.037, 0.041, 0.042, 0.044, 0.047, 0.052, 0.058, 0.068, 0.08, 0.094, 0.104, 0.111, 0.106, 0.079, 0.042, 0.011
0.009, 0.015, 0.003, 0.0038, 0.0009, 0.021, 0.0047, 0.0028, 0.0031, 0.00035, 0.035793651, 0.023586156, 0.00462963, 0.000496494
0.0016, 0.0032, 0.076806582, 0.03526455, 0.00087, 0.00096, 0.00082, 0.00029, 5e-05, 5.8e-05, 1.5e-05
0.047, 0.063, 0.0057, 0.021, 0.0047, 0.0047, 0.0004, 0.0011, 0.0004
0.002, 0.052, 0.026, 0.0019, 0.0032, 0.00061, 0.00019, 0.0007
